rank	token	count	count_slr54	count_iriis
5217	दाहाललाई	568	0	568
5218	संचालनमा	568	0	568
5220	जनही	568	0	568
5221	खरीद	568	0	568
5222	जोडी	567	26	541
5226	श्रीमान	567	2	565
5236	मुलुकबाट	566	0	566
5238	बासिन्दाले	565	3	562
5240	राजदूतावासले	565	0	565
5241	विक्री	565	0	565
5242	रुपले	565	0	565
5244	जबकि	564	42	522
5247	भनिए	564	4	560
5251	मधेशी	564	1	563
5252	दुईजना	564	4	560
5254	प्रतियोगिताका	564	6	558
5257	वर्षाले	564	0	564
5258	मेगावाटको	564	0	564
5259	लेखेर	563	32	531
5260	पूर्णरूपमा	563	21	542
5264	निकालिएको	563	6	557
5267	कममा	562	1	561
5268	छाउपडी	562	5	557
5272	उपाध्यायले	562	0	562
5273	खेलका	562	0	562
5274	महानगरका	562	0	562
5276	जीप	561	3	558
5279	प्रजातिका	560	34	526
5280	हिन्दी	560	67	493
5281	उभिएर	560	7	553
5282	समस्याले	560	10	550
5286	तहबाट	560	3	557
5287	अवस्थाबारे	560	5	555
5292	अभावका	559	3	556
5294	गर्दछौं	559	0	559
5295	श्रमिकको	559	0	559
5296	बहानामा	558	3	555
5297	छाडेका	558	1	557
5299	मूल्यवृद्धि	558	0	558
5300	समयका	557	13	544
5302	धनगढीमा	557	2	555
5303	स्टेडियममा	557	2	555
5304	बैंकबाट	557	0	557
5305	निकायबाट	556	4	552
5307	पासमा	556	0	556
5313	त्यसबारे	555	0	555
5319	सक्छौं	554	9	545
5321	समूहबाट	554	4	550
5325	बालिकाको	554	0	554
5326	बजेटले	554	0	554
5327	संक्रमणमुक्त	554	0	554
5329	त्रिवेणी	553	11	542
5330	मोदीको	553	0	553
5331	मेयरमा	553	0	553
5332	अङ्कले	553	0	553
5334	ठक्करबाट	553	0	553
5336	बिरामीले	552	5	547
5340	पानीले	552	10	542
5341	पछ्याएको	552	3	549
5342	रहेकामा	552	3	549
5343	जनप्रतिनिधिले	552	0	552
5344	अवधिको	551	13	538
5345	रहनुभएका	551	7	544
5349	चन्दले	551	2	549
5352	कांग्रेसमा	551	0	551
5353	अर्कोतर्फ	550	2	548
5355	याे	550	0	550
5356	घरघरमा	550	0	550
5357	गर्नाले	549	61	488
5359	नसक्नु	549	4	545
5360	घरायसी	549	5	544
5362	लगाउनु	549	10	539
5363	योजनाका	549	6	543
5364	हप्तामा	549	4	545
5366	हैसियतमा	549	2	547
5368	एमालेकी	549	0	549
5373	निर्णयलाई	548	5	543
5375	रक्षामन्त्री	548	0	548
5379	सुखी	547	9	538
5381	मारेको	547	8	539
5382	संक्रमणका	547	0	547
5384	यहि	546	2	544
5387	बजारबाट	546	9	537
5388	दबाबमा	546	2	544
5389	सदस्यहरू	546	0	546
5390	जिम्मेवारीमा	546	0	546
5391	परिक्षण	546	0	546
5394	क्षतिमा	545	1	544
5395	घटनालाई	545	6	539
5396	व्यक्तिमा	545	8	537
5397	भो	545	14	531
5399	कञ्चनपुरको	545	0	545
5400	फिल्मले	545	0	545
5407	जनशक्तिको	544	0	544
5409	नोक्सानी	543	7	536
5412	अधिवेशनको	543	0	543
5414	तोलामा	543	0	543
5415	आक्रमणबाट	542	7	535
5416	दिदी	542	23	519
5417	एकसाथ	542	4	538
5419	तथ्यांकअनुसार	542	0	542
5420	यूएई	542	0	542
5421	डुबानमा	542	0	542
5423	मेघगर्जन	542	0	542
5428	लाइनको	541	8	533
5429	कलाकारको	541	17	524
5433	झापामा	541	6	535
5436	युनाइटेडका	541	0	541
5437	एकताका	541	0	541
5438	छोराछोरी	540	7	533
5441	संगठनका	540	4	536
5447	नाघेको	540	1	539
5449	वर्षकी	539	10	529
5452	क्षेत्रीले	539	1	538
5453	ट्याक्सी	539	7	532
5454	बताउछन्	539	0	539
5455	दशैं	539	0	539
5456	सभाले	539	0	539
5457	अर्काको	538	22	516
5458	क्षतिको	538	11	527
5459	छाड्न	538	5	533
5460	मसँग	538	21	517
5466	अरुको	537	2	535
5475	महासङ्घका	537	0	537
5482	सन्देशमा	535	7	528
5485	सन्धि	535	32	503
5486	एकपछि	535	0	535
5487	देशव्यापी	534	21	513
5488	व्यापारीले	534	4	530
5490	स्थानिय	534	2	532
5492	पोखरेलको	534	1	533
5493	कास्कीका	534	0	534
5494	संस्थाबाट	534	0	534
5497	तथापि	533	23	510
5499	भइसकेपछि	533	8	525
5500	घटनास्थलमै	533	0	533
5509	कामदारको	531	2	529
5510	निर्वाचनलाई	531	2	529
5511	आईसीसी	531	0	531
5512	पूर्वाधारको	531	0	531
5513	बन्दी	530	19	511
5519	बुटवलमा	530	1	529
5526	गाउँमै	529	0	529
5528	क्षतिलाई	529	0	529
5529	दोषीमाथि	529	0	529
5532	परेकाले	528	4	524
5533	पैसाको	528	8	520
5538	प्रधानले	527	5	522
5541	सेन्टरमा	527	0	527
5546	मृतकका	526	11	515
5550	तिलागुफा	526	0	526
5552	सत्रमा	525	9	516
5554	ठाकुरले	525	4	521
5558	बाहिरका	525	7	518
5562	शर्मालाई	525	2	523
5564	बाँकेमा	525	0	525
5566	अनुसन्धानबाट	524	5	519
5569	लेन	524	9	515
5570	भनि	524	1	523
5571	कँडेलले	524	0	524
5572	मैनालीले	524	0	524
5573	अधिकारका	523	11	512
5576	शिक्षाका	523	15	508
5578	डेङ्गु	523	35	488
5580	टाउकोमा	523	10	513
5581	ति	523	2	521
5582	प्रतिव्यक्ति	523	1	522
5583	जातका	522	26	496
5586	सभामुखको	522	0	522
5588	सभापतिमा	522	0	522
5592	स्वरमा	521	14	507
5593	पराजुली	521	7	514
5595	हुनुअघि	521	1	520
5596	नेम्वाङले	521	0	521
5597	दुर्घटनाको	520	12	508
5598	प्रविधिमा	520	5	515
5599	छाएको	520	2	518
5601	सम्बन्धको	520	13	507
5602	पशुमा	520	0	520
5603	बुझेको	520	0	520
5604	काँग्रेसको	520	0	520
5606	अद्यावधिक	519	4	515
5608	टिमलाई	519	4	515
5611	प्रतिनिधिसभाका	519	0	519
5612	करोडभन्दा	519	0	519
5614	अर्बको	518	4	514
5615	घटनाले	518	9	509
5620	मतदाताले	518	3	515
5621	धरौटी	518	2	516
5627	अंकसहित	518	0	518
5628	क्षेत्रभित्रका	518	0	518
5630	स्थानीयवासीको	517	3	514
5636	लघु	516	32	484
5637	बृद्धि	516	7	509
5640	हिमपातको	516	2	514
5641	कार्यक्रमहरु	516	0	516
5643	स्थानीयलाई	516	0	516
5644	सुनाएको	516	0	516
5645	कारबाहीमा	516	0	516
5648	आन्दोलनलाई	515	12	503
5652	कोरियामा	515	7	508
5653	डरले	515	3	512
5654	नापी	515	5	510
5655	साथबाट	515	0	515
5658	अपेक्षित	514	10	504
5663	रोकेको	514	2	512
5667	वितरणमा	513	3	510
5670	सदस्यहरुले	513	0	513
5671	यौं	513	0	513
5673	सुनेर	512	32	480
5675	आयोजनालाई	512	4	508
5676	अनियन्त्रित	512	3	509
5677	डेंगु	512	0	512
5678	पीडितले	512	0	512
5682	वर्गका	511	14	497
5684	कमिटीमा	511	4	507
5686	यात्रुले	511	2	509
5687	कार्यकर्ताको	511	1	510
5689	एआई	511	0	511
5693	बितेको	510	12	498
5695	जापानमा	510	15	495
5697	प्रालिले	510	0	510
5700	नपाएपछि	509	2	507
5701	हटाएको	509	6	503
5702	गुरुङलाई	509	0	509
5703	क्लबलाई	509	0	509
5704	एकेडेमी	508	5	503
5707	टोलमा	508	2	506
5708	दाङको	508	6	502
5710	महत्वका	508	0	508
5711	कामी	507	48	459
5712	रेशम	507	4	503
5714	सचिवको	507	4	503
5720	बाहेकका	507	4	503
5721	सवै	507	3	504
5722	हत्याको	507	10	497
5727	युवकको	506	1	505
5728	स्वास्थ्यको	506	16	490
5731	दलहरूको	506	3	503
5732	घाइतेको	506	0	506
5733	नपुगेको	506	0	506
5734	नेपालखबरसँग	506	0	506
5735	मण्डलले	506	0	506
5737	कैलालीमा	506	0	506
5738	खरेलले	506	0	506
5745	सीईओ	505	0	505
5748	अन्दाजी	504	4	500
5754	झापाका	504	0	504
5758	भक्तजनको	503	3	500
5762	पिउने	503	12	491
5763	प्रशासनको	503	8	495
5771	भानु	502	1	501
5773	कोभिडको	502	0	502
5774	बागलुङको	501	4	497
5775	भूमिमा	501	20	481
5777	विन्दुमा	501	5	496
5779	अंकको	501	0	501
5786	लकडाउनका	500	0	500
5787	हत्यामा	500	0	500
5793	कामहरु	499	1	498
5794	नेताहरूलाई	499	2	497
5796	ल्याउनु	499	5	494
5797	जनाभन्दा	499	1	498
5798	याएर	499	2	497
5803	ने	498	9	489
5804	किसिमले	498	29	469
5805	विधेयकको	498	3	495
5808	सप्तरीको	498	0	498
5809	सभालाई	498	0	498
5811	प्रतिवेदनले	498	0	498
5815	फर्किए	497	16	481
5816	परीक्षाको	497	7	490
5818	क्षेत्रभित्र	497	21	476
5820	पाकिस्तानले	497	5	492
5821	मुख्यमन्त्रीले	497	0	497
5822	कलेजका	497	0	497
5827	गरेकामा	496	5	491
5832	शो	496	1	495
5834	अज्ञात	495	18	477
5838	तराईमा	495	13	482
5840	गरेकै	495	4	491
5843	ऐरी	495	2	493
5844	व्यक्तिसँग	495	5	490
5845	तपाईको	495	0	495
5846	शाखाले	495	0	495
5847	काठमाडौँवासीलाई	495	0	495
5848	कसुरमा	495	0	495
5849	गन्तव्यमा	495	0	495
5850	देखाइएको	494	7	487
5853	प्रभावले	494	28	466
5858	उपभोक्ताले	493	1	492
5862	कानुनले	493	0	493
5863	तिवारीले	493	0	493
5864	भेन्टिलेटरमा	493	0	493
5865	छनोटको	493	0	493
5868	अन्तर्गतका	492	6	486
5869	प्राथमिकताका	492	2	490
5875	प्रसूति	492	0	492
5876	कारबाहीका	492	0	492
5877	बुढाथोकी	491	14	477
5878	देखेका	491	6	485
5880	तीनवटै	491	2	489
5882	ठूलै	491	2	489
5883	गर्नेको	491	6	485
5886	बजेबाट	491	0	491
5889	मुद्दालाई	490	11	479
5894	जापानले	490	11	479
5897	यातायातको	489	38	451
5899	इतिहासको	489	43	446
5900	डि	489	15	474
5903	सन्दीपले	489	0	489
5904	कोरोनाभाइरस	489	0	489
5905	सेवाग्राही	489	0	489
5914	त्यसैको	487	8	479
5915	बिषयमा	487	2	485
5917	मन्त्रिपरिषद्ले	487	0	487
5918	श्रद्धाञ्जली	487	0	487
5924	सावित	486	6	480
5926	सञ्चारमाध्यमले	486	5	481
5929	आम्दानीको	486	0	486
5930	उहाँहरुले	486	0	486
5932	अपरिहार्य	485	6	479
5933	किनकी	485	6	479
5935	लगाएपछि	485	2	483
5937	मछिन्द्रले	485	0	485
5938	आईसीयू	485	0	485
5945	गम्भिर	484	1	483
5948	श्रीमतीको	484	2	482
5949	बसिरहेका	484	1	483
5950	कर्णालीका	484	0	484
5953	जबराले	484	0	484
5954	बैंकलाई	484	0	484
5958	कारोबारको	483	4	479
5959	पाठकले	483	2	481
5960	विद्रोही	483	16	467
5961	पुगेकी	483	5	478
5964	माथिका	483	6	477
5966	आफूहरुलाई	483	0	483
5972	उनीहरुका	482	1	481
5973	कपको	482	1	481
5976	धरौटीमा	482	0	482
5977	विवादका	482	0	482
5978	प्रधानसेनापति	482	0	482
5979	भेरियन्ट	482	0	482
5983	सिमित	481	6	475
5984	लाग्नु	481	11	470
5985	विजेताले	481	2	479
5987	मुख्यमन्त्रीको	481	0	481
5988	लक्ष्यका	481	0	481
5990	कुराकानीमा	481	0	481
5998	सोमबारको	480	0	480
6002	झैं	479	8	471
6007	कार्कीलाई	479	1	478
6008	यद्यपी	479	1	478
6009	घर्ती	479	0	479
6010	घोषणापत्रमा	479	0	479
6018	वीरगन्ज	478	0	478
6020	नाराका	478	0	478
6022	बिक्रीदर	478	0	478
6027	काटेको	477	7	470
6031	जितको	477	1	476
6033	दोषीलाई	477	2	475
6035	मतभार	477	0	477
6036	परियारले	476	2	474
6039	राशि	476	31	445
6041	बङ्गलादेशमा	476	6	470
6042	माथिबाट	476	8	468
6043	हानी	476	0	476
6044	एयरलाइन्सले	476	0	476
